Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 29,4,04,00.902,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,01.304,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,01.705,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,02.107,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,02.508,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,02.910,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,03.311,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,03.713,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,04.114,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,04.515,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,04.917,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,05.318,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,05.720,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,06.121,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,06.523,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,06.924,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,07.325,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,07.727,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,08.129,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,08.530,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,08.931,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,09.333,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,09.734,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,10.136,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,10.537,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,10.939,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,11.340,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,11.741,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,12.143,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,12.544,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,12.946,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,13.347,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,13.749,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,14.150,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,14.552,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,14.953,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,15.355,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,15.756,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,16.058,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,16.459,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,16.860,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,17.262,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,17.663,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,18.065,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,18.466,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,18.868,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,19.269,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,19.671,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,20.072,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,20.474,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,20.875,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,21.276,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,21.678,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,22.079,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,22.481,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,22.882,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,23.284,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,23.685,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,24.087,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,24.488,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,24.890,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,25.291,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,25.692,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,26.094,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,26.495,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,26.897,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,27.298,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,27.700,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,28.101,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,28.502,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,28.904,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,29.306,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,29.707,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,30.109,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,30.510,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,30.911,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,31.313,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,31.714,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,32.116,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,32.517,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,32.919,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,33.320,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,33.722,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,34.123,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,34.525,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,34.926,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,35.327,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,35.729,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,35.999,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,35.999,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,35.999,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,37.191,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,37.592,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,38.067,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,38.469,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,38.871,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,39.272,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,39.673,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,40.075,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,40.476,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,40.878,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,41.279,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,41.681,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,42.082,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,42.483,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,42.885,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,43.286,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,43.688,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,44.089,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,44.491,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,44.892,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,45.294,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,45.695,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,46.097,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,46.498,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,46.900,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,47.301,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,47.703,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,48.104,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,48.505,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,48.907,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,49.308,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,49.710,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,50.111,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,50.513,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,50.914,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,51.316,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,51.717,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,52.118,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,52.520,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,52.921,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,53.323,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,53.724,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,54.126,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,54.527,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,54.929,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,55.330,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,55.732,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,56.033,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,56.434,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,56.836,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,57.237,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,57.639,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,58.040,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,58.442,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,58.843,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,04,59.244,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,04,59.646,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,00.048,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,00.449,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,00.851,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,01.252,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,01.653,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,02.055,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,02.456,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,02.858,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,03.259,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,03.661,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,04.062,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,04.464,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,04.865,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,05.266,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,05.668,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,06.069,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,06.471,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,06.872,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,07.274,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,07.675,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,08.077,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,08.478,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,08.879,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,09.281,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,09.682,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,10.084,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,10.485,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,10.887,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,11.288,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,11.690,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,12.091,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,12.493,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,12.894,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,13.295,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,13.697,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,14.098,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,14.500,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,14.901,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,15.303,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,15.704,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,16.106,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,16.507,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,16.909,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,17.310,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,17.712,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,18.113,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,18.514,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,18.916,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,19.217,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,19.619,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,20.020,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,20.422,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,20.823,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,21.225,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,21.626,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,22.028,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,22.429,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,22.830,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,23.232,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,23.633,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,24.035,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,24.436,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,24.838,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,25.239,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,25.640,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,26.042,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,26.444,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,26.845,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,27.246,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,27.648,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,28.049,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,28.451,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,28.852,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,29.254,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,29.655,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,30.056,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,30.458,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,30.859,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,31.261,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,31.662,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,32.064,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,32.465,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,32.867,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,33.268,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,33.670,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,34.071,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,34.473,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,34.874,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,35.275,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,35.677,TX-60, OK, Manual, Normal, R, 66.6
B, 2020, 08, 29,4,05,36.078,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,36.480,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,36.881,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,37.283,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,37.684,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,38.086,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,38.487,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,38.889,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,38.999,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,39.120,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,39.522,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,39.923,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,40.396,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,41.297,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,41.699,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,41.999,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,42.402,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,42.803,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,43.205,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,43.606,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,44.007,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,44.409,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,44.810,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,45.212,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,45.613,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,46.015,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,46.416,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,46.818,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,47.219,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,47.621,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,48.022,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,48.424,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,48.825,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,49.226,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,49.628,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,50.029,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,50.431,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,50.832,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,51.234,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,51.635,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,52.037,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,52.438,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,52.840,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,53.241,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,53.642,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,54.044,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,54.445,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,54.847,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,55.248,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,55.650,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,56.051,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,56.453,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,56.854,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,57.256,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,57.657,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,58.058,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,58.460,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,05,58.862,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,59.263,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,05,59.664,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,00.066,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,00.467,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,00.869,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,01.270,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,01.672,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,02.073,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,02.475,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,02.876,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,03.277,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,03.679,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,04.080,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,04.482,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,04.883,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,05.185,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,05.586,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,05.988,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,06.389,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,06.791,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,07.192,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,07.593,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,07.995,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,08.396,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,08.798,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,09.199,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,09.601,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,10.002,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,10.403,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,10.805,TX-60, OK, Manual, Normal, R, 66
B, 2020, 08, 29,4,06,11.207,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,11.608,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,12.009,TX-60, OK, Manual, Normal, R, 66.4
B, 2020, 08, 29,4,06,12.411,TX-60, OK, Manual, Normal, R, 66
