Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 29,1,16,00.251,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,00.652,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,01.054,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,01.455,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,16,01.856,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,02.258,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,16,02.659,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,03.061,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,03.462,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,16,03.864,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,04.265,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,04.667,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,16,05.068,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,05.812,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,06.213,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,06.615,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,07.016,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,07.418,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,07.819,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,08.220,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,08.622,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,09.024,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,09.425,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,09.827,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,10.228,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,10.630,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,10.999,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,10.999,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,10.999,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,10.999,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,12.187,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,12.588,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,13.390,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,18,13.791,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,14.193,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,14.594,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,14.996,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,15.397,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,15.799,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,16.200,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,16.601,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,17.003,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,17.405,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,18,17.806,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,18.208,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,18.609,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,19.010,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,19.412,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,19.813,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,20.215,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,20.616,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,21.018,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,21.419,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,21.821,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,22.222,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,22.624,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,22.999,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,23.327,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,23.728,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,24.130,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,24.531,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,24.932,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,25.334,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,25.735,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,26.137,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,26.539,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,26.940,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,27.341,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,27.743,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,28.144,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,28.546,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,28.947,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,29.349,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,29.750,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,30.152,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,30.553,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,30.955,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,31.356,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,31.757,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,32.159,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,32.560,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,32.962,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,33.363,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,33.765,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,34.166,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,34.568,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,34.969,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,35.371,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,35.772,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,36.173,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,36.575,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,36.977,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,37.378,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,37.780,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,38.181,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,38.582,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,38.984,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,39.385,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,39.787,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,40.188,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,40.590,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,40.991,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,41.393,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,41.794,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,42.196,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,42.597,TX-60, OK, Manual, Normal, R, 72.8
B, 2020, 08, 29,1,18,42.998,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,43.400,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,43.802,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,44.203,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,44.604,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,45.006,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,45.407,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,45.809,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,46.110,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,46.512,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,46.913,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,47.315,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,47.716,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,48.118,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,18,48.519,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,18,48.921,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,49.322,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,49.724,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,50.125,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,50.526,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,50.928,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,51.329,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,51.731,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,52.132,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,52.534,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,52.935,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,53.337,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,53.738,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,54.139,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,54.541,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,54.943,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,55.344,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,55.745,TX-60, OK, Manual, Normal, R, 72.4
B, 2020, 08, 29,1,18,56.147,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,18,56.548,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,56.950,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,57.351,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,57.753,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,58.154,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,58.556,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,58.957,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,59.359,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,18,59.760,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,00.162,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,00.563,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,00.965,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,01.366,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,01.768,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,02.169,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,02.570,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,02.972,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,03.373,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,03.775,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,04.176,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,04.578,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,04.979,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,05.381,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,05.782,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,06.184,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,06.585,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,06.986,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,07.388,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,07.790,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,08.191,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,08.593,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,08.994,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,09.295,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,09.697,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,10.098,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,10.500,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,10.901,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,11.303,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,11.704,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,12.106,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,12.507,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,12.909,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,13.310,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,13.711,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,13.999,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,14.190,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,14.591,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,15.067,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,15.469,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,16.170,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,16.572,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,16.973,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,17.375,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,17.776,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,18.178,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,18.579,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,18.981,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,19.382,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,19.784,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,20.185,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,20.587,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,20.988,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,21.290,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,21.691,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,22.092,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,22.494,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,22.895,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,23.297,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,23.698,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,24.100,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,24.501,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,24.902,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,25.304,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,25.706,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,26.107,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,26.508,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,26.910,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,27.311,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,27.713,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,28.114,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,28.516,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,28.917,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,29.319,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,29.720,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,30.122,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,30.523,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,30.925,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,31.326,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,31.728,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,32.129,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,32.530,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,32.932,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,33.333,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,33.735,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,34.136,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,34.538,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,34.939,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,35.341,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,35.742,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,36.143,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,36.545,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,36.947,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,37.348,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,37.749,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,38.151,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,38.552,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,38.954,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,39.355,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,39.757,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,40.158,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,40.560,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,40.961,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,41.363,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,41.764,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,42.166,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,42.567,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,42.969,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,43.370,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,43.771,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,44.073,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,44.474,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,44.876,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,45.277,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,45.679,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,46.080,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,46.482,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,46.883,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,47.284,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,47.686,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,48.088,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,48.489,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,48.890,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,49.292,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,49.693,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,50.095,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,50.496,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,50.898,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,51.299,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,51.701,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,52.102,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,52.504,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,52.905,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,53.307,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,53.708,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,54.110,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,54.511,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,54.912,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,55.314,TX-60, OK, Manual, Normal, R, 72.2
B, 2020, 08, 29,1,19,55.715,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,56.117,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,56.518,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,56.920,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,57.321,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,57.723,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,58.124,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,58.525,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,58.927,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,59.329,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,19,59.730,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,00.131,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,00.533,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,00.934,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,01.336,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,01.737,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,02.139,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,02.540,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,02.941,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,03.343,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,03.745,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,04.146,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,04.548,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,04.949,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,05.350,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,05.752,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,06.153,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,06.555,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,06.956,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,07.258,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,07.659,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,08.061,TX-60, OK, Manual, Normal, R, 71.8
B, 2020, 08, 29,1,20,08.462,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,08.864,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,09.265,TX-60, OK, Manual, Normal, R, 71.6
B, 2020, 08, 29,1,20,09.666,TX-60, OK, Manual, Normal, R, 71.6
