Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 21,18,21,10.270,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,10.671,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,11.073,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,11.474,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,11.876,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,12.277,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,12.678,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,12.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,13.381,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,13.783,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,14.184,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,14.586,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,14.987,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,15.389,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,15.790,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,16.192,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,16.593,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,16.994,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,17.396,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,17.797,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,18.199,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,18.600,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,19.002,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,19.403,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,19.805,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,20.206,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,20.608,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,21.009,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,21.411,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,21.812,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,22.214,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,22.615,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,23.016,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,23.418,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,23.819,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,24.221,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,24.622,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,25.024,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,25.425,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,25.827,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,26.228,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,26.630,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,27.031,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,27.433,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,27.834,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,28.236,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,28.637,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,29.039,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,29.440,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,29.841,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,30.243,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,30.644,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,31.046,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,31.447,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,31.849,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,32.250,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,32.652,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,33.053,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,33.455,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,33.856,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,34.258,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,34.659,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,34.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,35.362,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,35.763,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,36.165,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,36.566,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,36.968,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,37.369,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,37.771,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,38.172,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,38.574,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,38.975,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,38.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,38.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,40.199,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,40.600,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,40.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,41.374,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,41.776,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,42.177,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,42.578,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,42.980,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,43.381,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,43.783,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,44.184,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,44.586,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,44.987,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,45.389,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,45.790,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,46.192,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,46.593,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,46.995,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,47.396,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,47.798,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,48.199,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,48.601,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,49.002,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,49.404,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,49.805,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,50.207,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,50.608,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,51.010,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,51.411,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,51.813,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,52.214,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,52.616,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,53.017,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,53.419,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,53.820,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,54.221,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,54.623,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,55.024,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,55.426,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,55.827,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,56.229,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,56.630,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,57.032,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,57.433,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,57.835,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,58.236,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,58.638,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,58.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,59.341,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,21,59.742,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,00.144,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,00.545,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,00.947,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,01.348,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,01.750,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,02.151,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,02.553,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,02.954,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,03.356,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,03.757,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,04.159,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,04.560,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,04.962,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,05.363,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,05.765,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,06.166,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,06.568,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,06.969,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,07.371,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,07.772,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,08.174,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,08.575,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,08.977,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,09.378,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,09.780,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,10.181,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,10.583,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,10.984,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,11.386,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,11.787,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,12.189,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,12.590,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,12.992,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,13.393,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,13.795,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,14.196,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,14.598,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,14.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,15.401,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,15.802,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,16.203,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,16.605,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,17.006,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,17.408,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,17.809,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,18.211,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,18.612,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,19.014,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,19.415,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,19.817,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,20.218,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,20.620,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,20.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,21.323,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,21.724,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,22.126,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,22.527,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,22.929,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,23.330,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,23.732,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,24.133,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,24.535,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,24.936,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,25.338,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,25.739,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,26.141,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,26.542,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,26.944,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,27.345,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,27.747,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,28.148,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,28.550,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,28.951,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,29.353,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,29.754,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,30.156,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,30.557,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,30.959,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,31.360,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,31.762,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,32.163,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,32.565,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,32.966,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,33.368,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,33.769,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,34.171,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,34.572,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,34.974,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,35.375,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,35.777,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,36.178,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,36.580,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,36.981,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,37.383,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,37.784,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,38.186,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,38.587,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,38.989,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,39.390,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,39.792,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,40.193,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,40.595,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,40.996,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,41.398,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,41.799,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,42.131,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,42.532,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,42.934,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,43.316,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,43.717,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,44.119,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,44.520,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,44.922,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,45.323,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,45.725,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,46.126,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,46.528,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,46.929,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,47.331,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,47.732,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,48.134,TX-60, OK, Auto, Normal, R, =
