Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 21,18,22,48.535,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,48.937,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,49.338,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,49.740,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,50.141,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,50.543,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,50.944,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,51.346,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,51.747,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,52.149,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,52.550,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,52.952,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,53.353,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,53.755,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,54.156,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,54.558,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,54.959,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,55.361,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,55.762,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,56.164,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,56.565,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,56.967,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,57.368,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,57.770,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,58.171,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,58.573,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,58.974,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,59.376,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,22,59.778,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,00.179,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,00.581,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,00.982,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,01.384,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,01.785,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,02.087,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,02.488,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,02.890,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,03.291,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,03.693,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,04.094,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,04.496,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,04.897,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,05.299,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,05.700,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,06.102,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,06.503,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,06.905,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,07.306,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,07.708,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,08.109,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,08.511,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,08.912,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,09.314,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,09.716,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,10.117,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,10.519,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,10.920,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,11.322,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,11.723,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,12.125,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,12.526,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,12.928,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,13.329,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,13.731,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,14.132,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,14.534,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,14.935,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,15.337,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,15.738,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,16.140,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,16.541,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,16.943,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,17.344,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,17.746,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,18.147,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,18.549,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,18.951,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,19.352,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,19.754,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,20.155,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,20.557,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,20.958,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,21.360,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,21.761,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,22.163,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,22.564,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,22.966,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,23.267,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,23.669,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,24.070,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,24.472,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,24.873,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,25.275,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,25.676,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,26.078,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,26.479,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,26.881,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,27.283,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,27.684,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,28.086,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,28.487,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,28.889,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,29.290,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,29.692,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,30.093,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,30.495,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,30.896,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,31.298,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,31.699,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,32.101,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,32.502,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,32.904,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,33.305,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,33.707,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,34.108,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,34.510,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,34.911,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,35.313,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,35.714,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,36.116,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,36.518,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,36.919,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,37.321,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,37.722,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,38.124,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,38.525,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,38.927,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,39.328,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,39.730,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,40.131,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,40.533,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,40.934,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,41.336,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,41.737,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,42.139,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,42.540,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,42.942,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,43.343,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,43.745,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,43.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,44.372,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,44.774,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,45.251,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,45.653,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,46.054,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,46.456,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,46.857,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,47.259,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,47.660,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,48.062,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,48.463,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,48.865,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,49.266,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,49.668,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,50.069,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,50.471,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,50.873,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,51.274,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,51.676,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,52.077,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,52.479,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,52.880,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,53.282,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,53.683,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,54.085,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,54.486,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,54.888,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,55.289,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,55.691,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,56.092,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,56.494,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,56.895,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,57.297,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,57.699,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,58.100,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,58.502,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,58.903,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,59.305,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,23,59.706,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,00.108,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,00.509,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,00.911,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,01.312,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,01.714,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,02.115,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,02.517,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,02.918,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,03.320,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,03.721,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,04.123,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,04.525,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,04.926,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,05.328,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,05.729,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,06.031,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,06.432,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,06.834,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,07.235,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,07.637,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,08.038,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,08.440,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,08.841,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,09.243,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,09.644,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,10.046,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,10.447,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,10.849,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,11.251,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,11.652,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,12.054,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,12.455,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,12.857,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,13.258,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,13.660,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,14.061,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,14.463,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,14.864,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,15.266,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,15.667,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,16.069,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,16.470,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,16.872,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,17.273,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,17.675,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,18.077,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,18.478,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,18.880,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,19.281,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,19.683,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,20.084,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,20.486,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,20.887,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,21.289,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,21.690,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,22.092,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,22.493,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,22.895,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,23.296,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,23.698,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,24.100,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,24.501,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,24.903,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,25.304,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,25.706,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,26.107,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,26.509,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,26.910,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,27.212,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,27.613,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,28.015,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,28.416,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,28.818,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,29.220,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,29.621,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,30.023,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,30.424,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,30.826,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,31.227,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,31.629,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,32.030,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,32.432,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,32.833,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,33.235,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,33.636,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,34.038,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,34.439,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,34.841,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,35.243,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,35.644,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,36.046,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,36.447,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,36.849,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,37.250,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,37.652,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,38.053,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,38.455,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,38.856,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,39.258,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,39.659,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,40.061,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,40.462,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,40.864,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,41.266,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,41.667,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,42.069,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,42.470,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,42.872,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,43.273,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,43.675,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,44.076,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,44.478,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,44.879,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,45.281,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,45.682,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,45.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,46.204,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,46.605,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,47.175,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,47.576,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,48.082,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,48.483,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,48.885,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,49.286,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,49.688,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,49.999,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,50.391,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,50.793,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,51.194,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,51.596,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,51.997,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,52.399,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,52.800,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,53.202,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,53.603,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,54.005,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,54.406,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,54.808,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,55.210,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,55.611,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,56.013,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,56.414,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,56.816,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,57.217,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,57.619,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,58.020,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,58.422,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,58.824,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,59.225,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,24,59.627,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,00.028,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,00.430,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,00.831,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,01.233,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,01.634,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,02.036,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,02.437,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,02.839,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,03.241,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,03.642,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,04.044,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,04.445,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,04.847,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,05.248,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,05.650,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,06.051,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,06.453,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,06.854,TX-60, OK, Auto, Normal, R, =
B, 2020, 08, 21,18,25,07.256,TX-60, OK, Auto, Normal, R, =
