Ch,yyyy,mm,dd,hh,mm,ss,Power,Power off,Status,Thermocouple,Temp C
B, 2020, 08, 02,17,12,50.517,TX-60, OK, Manual, Normal, R, 23.4
B, 2020, 08, 02,17,12,50.918,TX-60, OK, Manual, Normal, R, 23.4
B, 2020, 08, 02,17,12,51.319,TX-60, OK, Manual, Normal, R, 23.4
